rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
2,ITA,R2,JUMP,win,0,2,BRA_vs_ITA,3
3,BRA,R2,JUMP,loss,1,2,BRA_vs_ITA,3
4,BRA,R2,JUMP,win,2,2,BRA_vs_ITA,3
5,ITA,R2,JUMP,loss,2,3,BRA_vs_ITA,3
6,ITA,R3,FLOAT,win,2,4,BRA_vs_ITA,3
7,BRA,R3,FLOAT,loss,3,4,BRA_vs_ITA,3
8,ITA,R3,FLOAT,loss,3,5,BRA_vs_ITA,3
9,BRA,R4,JUMP,loss,4,5,BRA_vs_ITA,3
10,BRA,R4,JUMP,win,5,5,BRA_vs_ITA,3
11,ITA,R4,FLOAT,loss,5,6,BRA_vs_ITA,3
12,BRA,R5,JUMP,loss,6,6,BRA_vs_ITA,3
13,ITA,R5,JUMP,loss,6,7,BRA_vs_ITA,3
14,ITA,R6,JUMP,win,6,8,BRA_vs_ITA,3
15,ITA,R6,HYBRID,win,6,9,BRA_vs_ITA,3
16,BRA,R6,JUMP,loss,7,9,BRA_vs_ITA,3
17,BRA,R6,JUMP,win,8,9,BRA_vs_ITA,3
18,ITA,R6,HYBRID,loss,8,10,BRA_vs_ITA,3
19,BRA,R1,JUMP,loss,9,10,BRA_vs_ITA,3
20,BRA,R1,FLOAT,win,10,10,BRA_vs_ITA,3
21,BRA,R1,JUMP,win,11,10,BRA_vs_ITA,3
22,ITA,R1,HYBRID,loss,11,11,BRA_vs_ITA,3
23,ITA,R2,JUMP,win,11,12,BRA_vs_ITA,3
24,BRA,R2,JUMP,loss,12,12,BRA_vs_ITA,3
25,BRA,R2,HYBRID,win,13,12,BRA_vs_ITA,3
26,ITA,R2,JUMP,loss,13,13,BRA_vs_ITA,3
27,BRA,R3,JUMP,loss,14,13,BRA_vs_ITA,3
28,ITA,R3,FLOAT,loss,14,14,BRA_vs_ITA,3
29,BRA,R4,JUMP,loss,15,14,BRA_vs_ITA,3
30,ITA,R4,JUMP,loss,15,15,BRA_vs_ITA,3
31,ITA,R5,JUMP,win,15,16,BRA_vs_ITA,3
32,ITA,R5,JUMP,win,15,17,BRA_vs_ITA,3
1,ITA,R1,FLOAT,loss,0,1,BRA_vs_ITA,4
2,BRA,R2,JUMP,loss,1,1,BRA_vs_ITA,4
3,ITA,R2,JUMP,loss,1,2,BRA_vs_ITA,4
4,BRA,R3,FLOAT,loss,2,2,BRA_vs_ITA,4
5,ITA,R3,HYBRID,loss,2,3,BRA_vs_ITA,4
6,ITA,R4,JUMP,win,2,4,BRA_vs_ITA,4
7,BRA,R4,JUMP,loss,3,4,BRA_vs_ITA,4
8,ITA,R4,JUMP,loss,3,5,BRA_vs_ITA,4
9,ITA,R5,JUMP,win,3,6,BRA_vs_ITA,4
10,BRA,R5,JUMP,loss,4,6,BRA_vs_ITA,4
11,ITA,R5,JUMP,loss,4,7,BRA_vs_ITA,4
12,ITA,R6,JUMP,win,4,8,BRA_vs_ITA,4
13,BRA,R6,JUMP,loss,5,8,BRA_vs_ITA,4
14,ITA,R6,JUMP,loss,5,9,BRA_vs_ITA,4
15,BRA,R1,JUMP,loss,6,9,BRA_vs_ITA,4
16,ITA,R1,JUMP,loss,6,10,BRA_vs_ITA,4
17,BRA,R2,JUMP,loss,7,10,BRA_vs_ITA,4
18,ITA,R2,JUMP,loss,7,11,BRA_vs_ITA,4
19,BRA,R3,HYBRID,loss,8,11,BRA_vs_ITA,4
20,BRA,R3,FLOAT,win,9,11,BRA_vs_ITA,4
21,BRA,R3,FLOAT,win,10,11,BRA_vs_ITA,4
22,BRA,R3,FLOAT,win,11,11,BRA_vs_ITA,4
23,ITA,R3,FLOAT,loss,11,12,BRA_vs_ITA,4
24,BRA,R4,JUMP,loss,12,12,BRA_vs_ITA,4
25,BRA,R4,JUMP,win,13,12,BRA_vs_ITA,4
26,BRA,R4,JUMP,win,14,12,BRA_vs_ITA,4
27,BRA,R4,JUMP,win,15,12,BRA_vs_ITA,4
1,ITA,R1,HYBRID,loss,0,1,BRA_vs_ITA,5
2,BRA,R2,JUMP,loss,1,1,BRA_vs_ITA,5
3,BRA,R2,JUMP,win,2,1,BRA_vs_ITA,5
4,ITA,R2,JUMP,loss,2,2,BRA_vs_ITA,5
5,BRA,R3,FLOAT,loss,3,2,BRA_vs_ITA,5
6,ITA,R3,HYBRID,loss,3,3,BRA_vs_ITA,5
7,ITA,R4,JUMP,win,3,4,BRA_vs_ITA,5
8,ITA,R4,JUMP,win,3,5,BRA_vs_ITA,5
9,BRA,R4,JUMP,loss,4,5,BRA_vs_ITA,5
10,BRA,R4,JUMP,win,5,5,BRA_vs_ITA,5
11,ITA,R4,JUMP,loss,5,6,BRA_vs_ITA,5
12,BRA,R5,JUMP,loss,6,6,BRA_vs_ITA,5
13,ITA,R5,JUMP,loss,6,7,BRA_vs_ITA,5
14,BRA,R6,FLOAT,loss,7,7,BRA_vs_ITA,5
15,ITA,R6,JUMP,loss,7,8,BRA_vs_ITA,5
16,BRA,R1,JUMP,loss,8,8,BRA_vs_ITA,5
17,BRA,R1,FLOAT,win,9,8,BRA_vs_ITA,5
18,ITA,R1,FLOAT,loss,9,9,BRA_vs_ITA,5
19,ITA,R2,JUMP,win,9,10,BRA_vs_ITA,5
20,BRA,R2,JUMP,loss,10,10,BRA_vs_ITA,5
21,BRA,R2,JUMP,win,11,10,BRA_vs_ITA,5
22,ITA,R2,JUMP,loss,11,11,BRA_vs_ITA,5
23,BRA,R3,FLOAT,loss,12,11,BRA_vs_ITA,5
24,ITA,R3,FLOAT,loss,12,12,BRA_vs_ITA,5
25,ITA,R4,JUMP,win,12,13,BRA_vs_ITA,5
26,BRA,R4,JUMP,loss,13,13,BRA_vs_ITA,5
27,BRA,R4,JUMP,win,14,13,BRA_vs_ITA,5
28,BRA,R4,JUMP,win,15,13,BRA_vs_ITA,5
1,JPN,R1,JUMP,loss,0,1,BRA_vs_JPN,1
2,JPN,R2,JUMP,win,0,2,BRA_vs_JPN,1
3,JPN,R2,JUMP,win,0,3,BRA_vs_JPN,1
4,BRA,R2,JUMP,loss,1,3,BRA_vs_JPN,1
5,JPN,R2,JUMP,loss,1,4,BRA_vs_JPN,1
6,BRA,R3,FLOAT,loss,2,4,BRA_vs_JPN,1
7,JPN,R3,HYBRID,loss,2,5,BRA_vs_JPN,1
8,BRA,R4,JUMP,loss,3,5,BRA_vs_JPN,1
9,BRA,R4,JUMP,win,4,5,BRA_vs_JPN,1
10,JPN,R4,JUMP,loss,4,6,BRA_vs_JPN,1
11,BRA,R5,JUMP,loss,5,6,BRA_vs_JPN,1
12,JPN,R5,JUMP,loss,5,7,BRA_vs_JPN,1
13,BRA,R6,JUMP,loss,6,7,BRA_vs_JPN,1
14,JPN,R6,HYBRID,loss,6,8,BRA_vs_JPN,1
15,BRA,R1,FLOAT,loss,7,8,BRA_vs_JPN,1
16,BRA,R1,JUMP,win,8,8,BRA_vs_JPN,1
17,JPN,R1,HYBRID,loss,8,9,BRA_vs_JPN,1
18,BRA,R2,JUMP,loss,9,9,BRA_vs_JPN,1
19,JPN,R2,JUMP,loss,9,10,BRA_vs_JPN,1
20,BRA,R3,FLOAT,loss,10,10,BRA_vs_JPN,1
21,JPN,R3,FLOAT,loss,10,11,BRA_vs_JPN,1
22,JPN,R4,JUMP,win,10,12,BRA_vs_JPN,1
23,BRA,R4,JUMP,loss,11,12,BRA_vs_JPN,1
24,BRA,R4,JUMP,win,12,12,BRA_vs_JPN,1
25,BRA,R4,JUMP,win,13,12,BRA_vs_JPN,1
26,JPN,R4,JUMP,loss,13,13,BRA_vs_JPN,1
27,BRA,R5,JUMP,loss,14,13,BRA_vs_JPN,1
28,JPN,R5,JUMP,loss,14,14,BRA_vs_JPN,1
29,BRA,R6,JUMP,loss,15,14,BRA_vs_JPN,1
30,JPN,R6,FLOAT,loss,15,15,BRA_vs_JPN,1
31,BRA,R1,FLOAT,loss,16,15,BRA_vs_JPN,1
32,BRA,R1,HYBRID,win,17,15,BRA_vs_JPN,1
1,JPN,R1,FLOAT,loss,0,1,BRA_vs_JPN,2
2,BRA,R2,JUMP,loss,1,1,BRA_vs_JPN,2
3,JPN,R2,HYBRID,loss,1,2,BRA_vs_JPN,2
4,BRA,R3,JUMP,loss,2,2,BRA_vs_JPN,2
5,BRA,R3,FLOAT,win,3,2,BRA_vs_JPN,2
6,JPN,R3,FLOAT,loss,3,3,BRA_vs_JPN,2
7,BRA,R4,JUMP,loss,4,3,BRA_vs_JPN,2
8,JPN,R4,JUMP,loss,4,4,BRA_vs_JPN,2
9,BRA,R5,JUMP,loss,5,4,BRA_vs_JPN,2
10,BRA,R5,JUMP,win,6,4,BRA_vs_JPN,2
11,BRA,R5,JUMP,win,7,4,BRA_vs_JPN,2
12,BRA,R5,JUMP,win,8,4,BRA_vs_JPN,2
13,JPN,R5,JUMP,loss,8,5,BRA_vs_JPN,2
14,BRA,R6,FLOAT,loss,9,5,BRA_vs_JPN,2
15,BRA,R6,JUMP,win,10,5,BRA_vs_JPN,2
16,BRA,R6,JUMP,win,11,5,BRA_vs_JPN,2
17,JPN,R6,JUMP,loss,11,6,BRA_vs_JPN,2
18,JPN,R1,FLOAT,win,11,7,BRA_vs_JPN,2
19,BRA,R1,JUMP,loss,12,7,BRA_vs_JPN,2
20,JPN,R1,JUMP,loss,12,8,BRA_vs_JPN,2
21,BRA,R2,JUMP,loss,13,8,BRA_vs_JPN,2
22,JPN,R2,HYBRID,loss,13,9,BRA_vs_JPN,2
23,BRA,R3,FLOAT,loss,14,9,BRA_vs_JPN,2
24,JPN,R3,FLOAT,loss,14,10,BRA_vs_JPN,2
25,JPN,R4,JUMP,win,14,11,BRA_vs_JPN,2
26,JPN,R4,JUMP,win,14,12,BRA_vs_JPN,2
27,BRA,R4,JUMP,loss,15,12,BRA_vs_JPN,2
1,JPN,R1,HYBRID,loss,0,1,BRA_vs_JPN,3
2,BRA,R2,JUMP,loss,1,1,BRA_vs_JPN,3
3,JPN,R2,JUMP,loss,1,2,BRA_vs_JPN,3
4,JPN,R3,FLOAT,win,1,3,BRA_vs_JPN,3
5,BRA,R3,FLOAT,loss,2,3,BRA_vs_JPN,3
6,BRA,R3,FLOAT,win,3,3,BRA_vs_JPN,3
7,BRA,R3,FLOAT,win,4,3,BRA_vs_JPN,3
8,JPN,R3,HYBRID,loss,4,4,BRA_vs_JPN,3
9,BRA,R4,JUMP,loss,5,4,BRA_vs_JPN,3
10,JPN,R4,JUMP,loss,5,5,BRA_vs_JPN,3
11,BRA,R5,JUMP,loss,6,5,BRA_vs_JPN,3
12,JPN,R5,JUMP,loss,6,6,BRA_vs_JPN,3
13,BRA,R6,JUMP,loss,7,6,BRA_vs_JPN,3
14,BRA,R6,FLOAT,win,8,6,BRA_vs_JPN,3
15,JPN,R6,JUMP,loss,8,7,BRA_vs_JPN,3
16,BRA,R1,HYBRID,loss,9,7,BRA_vs_JPN,3
17,BRA,R1,JUMP,win,10,7,BRA_vs_JPN,3
18,BRA,R1,HYBRID,win,11,7,BRA_vs_JPN,3
19,JPN,R1,JUMP,loss,11,8,BRA_vs_JPN,3
20,JPN,R2,JUMP,win,11,9,BRA_vs_JPN,3
21,JPN,R2,JUMP,win,11,10,BRA_vs_JPN,3
22,BRA,R2,JUMP,loss,12,10,BRA_vs_JPN,3
23,JPN,R2,JUMP,loss,12,11,BRA_vs_JPN,3
24,JPN,R3,FLOAT,win,12,12,BRA_vs_JPN,3
25,BRA,R3,FLOAT,loss,13,12,BRA_vs_JPN,3
26,JPN,R3,HYBRID,loss,13,13,BRA_vs_JPN,3
27,JPN,R4,JUMP,win,13,14,BRA_vs_JPN,3
28,JPN,R4,JUMP,win,13,15,BRA_vs_JPN,3
1,JPN,R1,JUMP,loss,0,1,BRA_vs_JPN,4
2,BRA,R2,JUMP,loss,1,1,BRA_vs_JPN,4
3,JPN,R2,JUMP,loss,1,2,BRA_vs_JPN,4
4,BRA,R3,FLOAT,loss,2,2,BRA_vs_JPN,4
5,JPN,R3,FLOAT,loss,2,3,BRA_vs_JPN,4
6,BRA,R4,JUMP,loss,3,3,BRA_vs_JPN,4
7,BRA,R4,JUMP,win,4,3,BRA_vs_JPN,4
8,BRA,R4,JUMP,win,5,3,BRA_vs_JPN,4
9,JPN,R4,JUMP,loss,5,4,BRA_vs_JPN,4
10,BRA,R5,HYBRID,loss,6,4,BRA_vs_JPN,4
11,JPN,R5,JUMP,loss,6,5,BRA_vs_JPN,4
12,JPN,R6,FLOAT,win,6,6,BRA_vs_JPN,4
13,BRA,R6,FLOAT,loss,7,6,BRA_vs_JPN,4
14,JPN,R6,JUMP,loss,7,7,BRA_vs_JPN,4
15,BRA,R1,FLOAT,loss,8,7,BRA_vs_JPN,4
16,JPN,R1,JUMP,loss,8,8,BRA_vs_JPN,4
17,BRA,R2,JUMP,loss,9,8,BRA_vs_JPN,4
18,BRA,R2,JUMP,win,10,8,BRA_vs_JPN,4
19,BRA,R2,JUMP,win,11,8,BRA_vs_JPN,4
20,BRA,R2,JUMP,win,12,8,BRA_vs_JPN,4
21,BRA,R2,JUMP,win,13,8,BRA_vs_JPN,4
22,JPN,R2,JUMP,loss,13,9,BRA_vs_JPN,4
23,BRA,R3,FLOAT,loss,14,9,BRA_vs_JPN,4
24,JPN,R3,FLOAT,loss,14,10,BRA_vs_JPN,4
25,BRA,R4,JUMP,loss,15,10,BRA_vs_JPN,4
1,BRA,R1,FLOAT,win,1,0,BRA_vs_JPN,5
2,BRA,R1,JUMP,win,2,0,BRA_vs_JPN,5
3,BRA,R1,JUMP,win,3,0,BRA_vs_JPN,5
4,JPN,R1,JUMP,loss,3,1,BRA_vs_JPN,5
5,BRA,R2,JUMP,loss,4,1,BRA_vs_JPN,5
6,JPN,R2,JUMP,loss,4,2,BRA_vs_JPN,5
7,JPN,R3,FLOAT,win,4,3,BRA_vs_JPN,5
8,BRA,R3,FLOAT,loss,5,3,BRA_vs_JPN,5
9,BRA,R3,FLOAT,win,6,3,BRA_vs_JPN,5
10,BRA,R3,FLOAT,win,7,3,BRA_vs_JPN,5
11,JPN,R3,FLOAT,loss,7,4,BRA_vs_JPN,5
12,JPN,R4,JUMP,win,7,5,BRA_vs_JPN,5
13,BRA,R4,JUMP,loss,8,5,BRA_vs_JPN,5
14,BRA,R4,JUMP,win,9,5,BRA_vs_JPN,5
15,JPN,R4,JUMP,loss,9,6,BRA_vs_JPN,5
16,JPN,R5,HYBRID,win,9,7,BRA_vs_JPN,5
17,BRA,R5,JUMP,loss,10,7,BRA_vs_JPN,5
18,JPN,R5,HYBRID,loss,10,8,BRA_vs_JPN,5
19,JPN,R6,FLOAT,win,10,9,BRA_vs_JPN,5
20,BRA,R6,JUMP,loss,11,9,BRA_vs_JPN,5
21,JPN,R6,JUMP,loss,11,10,BRA_vs_JPN,5
22,BRA,R1,FLOAT,loss,12,10,BRA_vs_JPN,5
23,JPN,R1,FLOAT,loss,12,11,BRA_vs_JPN,5
24,BRA,R2,JUMP,loss,13,11,BRA_vs_JPN,5
25,JPN,R2,JUMP,loss,13,12,BRA_vs_JPN,5
26,BRA,R3,FLOAT,loss,14,12,BRA_vs_JPN,5
27,JPN,R3,FLOAT,loss,14,13,BRA_vs_JPN,5
28,JPN,R4,JUMP,win,14,14,BRA_vs_JPN,5
29,BRA,R4,JUMP,loss,15,14,BRA_vs_JPN,5
30,BRA,R4,JUMP,win,16,14,BRA_vs_JPN,5
1,BRA,R1,JUMP,win,1,0,BRA_vs_POL,1
2,POL,R1,HYBRID,loss,1,1,BRA_vs_POL,1
3,BRA,R2,JUMP,loss,2,1,BRA_vs_POL,1
4,POL,R2,JUMP,loss,2,2,BRA_vs_POL,1
5,BRA,R3,JUMP,loss,3,2,BRA_vs_POL,1
6,POL,R3,HYBRID,loss,3,3,BRA_vs_POL,1
7,BRA,R4,JUMP,loss,4,3,BRA_vs_POL,1
8,POL,R4,JUMP,loss,4,4,BRA_vs_POL,1
9,BRA,R5,JUMP,loss,5,4,BRA_vs_POL,1
